Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,12,10,13,2,1,4,6,11,8,9,15,5,7,14,3,415.43615589411286
1,3,14,12,10,13,2,1,4,6,11,8,9,15,5,7,382.39132513101475
10,13,1,4,6,11,8,2,9,15,5,7,3,14,12,10,379.0513211193638
17,1,4,11,6,8,9,15,5,7,3,14,12,10,13,2,374.7277350903147
19,13,1,4,6,11,8,9,15,5,7,3,14,12,10,2,365.83764665564314
23,12,10,2,13,1,4,6,11,8,9,15,5,7,3,14,365.8376466556431
35,14,10,2,13,1,4,6,11,8,9,15,5,7,3,12,357.7130066645789
52,3,12,14,10,2,13,1,4,6,11,8,9,15,5,7,357.71300666457887
419,3,12,14,10,2,13,1,11,6,4,8,9,15,5,7,334.5613184589342
428,4,8,9,15,5,7,3,12,14,10,2,13,1,11,6,334.5613184589341
442,8,9,15,5,7,3,12,14,10,2,13,1,11,4,6,315.0341068378419
