Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,4,6,5,7,12,10,14,8,1,3,9,2,13,15,11,524.7101977837586
3,8,10,13,1,11,14,4,6,2,3,12,5,15,7,9,510.3285166771874
5,8,10,14,1,11,6,4,13,2,3,12,5,15,7,9,489.9131581714852
8,14,10,8,1,11,6,4,13,2,3,12,5,15,7,9,478.6605285564199
9,8,10,14,1,11,6,4,13,2,3,12,5,15,9,7,477.58991530174995
12,14,10,8,1,11,6,4,13,2,12,3,5,15,7,9,462.7112955627613
16,14,10,8,1,11,6,4,13,2,3,12,5,15,9,7,451.2781738216931
19,14,10,8,1,11,6,4,13,2,12,9,5,15,7,3,442.4894608473899
25,14,10,8,1,11,6,4,13,2,15,9,5,12,7,3,415.81926192175854
30,14,10,8,1,11,4,6,13,2,15,9,5,12,7,3,404.03644783950256
37,14,12,8,1,11,4,6,13,2,15,9,5,10,7,3,391.0252306033366
41,7,10,13,1,11,4,6,8,2,15,9,5,12,14,3,376.4886905879939
48,12,14,8,6,11,4,1,13,2,15,9,5,10,7,3,366.017329271419
69,12,14,8,6,11,4,1,13,2,15,5,9,10,7,3,361.8145436386575
75,12,14,8,6,11,4,1,13,2,15,9,5,7,10,3,349.1519607633844
79,12,14,8,6,4,11,1,13,2,15,9,5,7,10,3,314.13665097734753
95,12,14,8,6,4,11,1,13,2,15,9,5,7,3,10,306.37891596121744
103,12,10,8,6,4,11,1,13,2,15,9,5,7,3,14,292.5055028535422
146,14,10,8,6,4,11,1,13,2,15,9,5,7,3,12,284.380862862478
