Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,12,10,13,2,1,4,6,11,8,9,15,5,7,14,3,415.43615589411286
1,3,14,12,10,13,2,1,4,6,11,8,9,15,5,7,382.39132513101475
20,10,2,1,4,6,11,8,13,15,9,5,7,3,14,12,381.82711031453834
21,9,5,7,3,14,12,8,10,2,1,4,6,11,13,15,381.2564627376525
22,1,11,4,6,10,9,15,5,7,3,14,12,8,13,2,347.4293653138064
28,4,6,10,9,15,5,7,3,14,12,8,13,2,1,11,347.42936531380633
29,11,4,6,10,9,15,5,7,3,14,12,8,2,13,1,331.6557216794293
53,14,12,8,2,13,1,11,4,6,10,9,15,5,7,3,331.65572167942923
76,11,4,6,8,9,15,5,7,3,14,12,10,2,13,1,323.15874682890615
152,6,10,9,15,5,7,3,12,14,8,2,13,1,11,4,319.33984472281236
222,4,6,10,9,15,5,7,3,12,14,8,2,13,1,11,319.3398447228123
274,9,15,5,7,3,12,14,10,2,13,1,11,4,6,8,315.034106837842
281,8,9,15,5,7,3,12,14,10,2,13,1,11,4,6,315.0341068378419
