Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,14,12,11,1,13,9,5,15,2,7,10,6,4,3,8,480.5316004169007
4,14,12,11,1,13,9,5,15,2,7,10,6,4,8,3,443.0606223565699
6,14,4,11,1,13,9,5,15,2,7,10,8,12,3,6,432.025719665436
13,8,4,11,1,13,9,5,15,2,7,10,14,12,3,6,399.9900511390868
24,8,4,11,1,13,9,5,15,2,6,10,14,12,3,7,387.3362604408802
34,8,4,11,1,13,15,5,9,2,6,10,14,12,3,7,383.60579514278334
38,6,4,11,1,13,9,5,15,2,8,10,14,12,3,7,353.7956857480594
46,6,4,11,1,13,15,5,9,2,8,10,14,12,3,7,350.0652204499625
2119,6,4,11,1,13,15,5,9,2,7,3,14,12,10,8,340.2204381079851
2127,6,4,11,1,13,2,5,9,15,7,3,14,12,10,8,323.6563478634624
2128,6,4,11,1,13,15,2,9,5,7,3,14,12,10,8,317.38023943982404
2142,6,4,11,1,13,15,2,9,5,7,3,12,14,10,8,309.2555994487598
2149,6,4,11,1,13,2,15,9,5,7,3,12,14,10,8,284.38086286247795
