Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,13,15,5,7,14,3,1,6,4,12,10,9,8,11,2,514.1920969243666
1,13,15,5,7,14,3,1,11,4,6,12,8,10,2,9,457.2153667543708
2,15,5,7,14,3,9,1,11,4,6,12,8,10,2,13,425.4004352391959
5,8,10,2,13,15,5,7,14,3,9,1,11,4,6,12,425.40043523919576
8,14,12,6,8,4,11,1,13,9,2,15,5,3,7,10,389.24844024282027
11,8,1,11,4,6,10,9,2,13,15,5,7,14,12,3,386.91026620262846
12,3,7,10,8,14,12,6,4,11,1,13,9,2,15,5,372.746047201048
15,8,2,13,15,5,7,9,1,11,4,6,3,12,14,10,362.15611743233535
21,7,9,1,11,4,6,3,12,14,10,8,2,13,15,5,362.1561174323353
25,3,10,2,13,15,5,7,9,1,11,4,6,8,14,12,359.8644769374002
27,2,13,15,5,7,3,12,14,10,9,1,11,4,6,8,344.5013551940348
41,2,15,5,7,3,9,13,1,11,4,6,14,12,10,8,341.79760920270803
43,5,7,3,12,14,10,9,13,1,11,4,6,8,2,15,332.36610107926845
44,7,3,12,14,10,9,2,13,1,11,4,6,8,15,5,330.34961315419946
50,13,1,11,4,6,8,2,9,15,5,7,3,12,14,10,328.2477813015627
52,15,5,7,3,12,14,10,2,13,1,11,4,6,8,9,315.03410683784193
59,4,6,8,9,15,5,7,3,12,14,10,2,13,1,11,315.0341068378419
