Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,12,4,11,13,1,3,14,8,7,9,5,2,15,10,6,531.4373399644463
2,5,9,10,7,6,11,4,2,1,13,3,8,14,12,15,518.0510908949382
4,11,4,2,1,13,3,8,14,12,15,5,9,10,7,6,518.051090894938
5,14,12,15,7,6,11,4,2,1,13,3,5,9,10,8,513.9188609386212
7,7,3,8,14,12,6,11,4,2,1,15,9,13,5,10,477.9173578301396
8,14,15,2,11,1,13,9,5,10,8,12,3,7,4,6,472.235451772079
9,2,11,1,13,9,5,10,8,4,6,12,3,7,14,15,452.2396043258697
14,2,14,11,1,13,9,5,10,8,4,6,12,3,7,15,449.7352634841278
15,12,6,11,4,8,2,1,15,9,13,10,7,5,3,14,438.04891495377274
16,2,11,1,13,9,5,10,8,4,14,6,12,3,7,15,436.2457472660688
18,2,11,1,13,9,5,14,10,8,4,6,12,3,7,15,421.79495014032625
23,12,3,7,15,9,5,2,11,1,13,14,10,8,4,6,421.4015601597703
25,13,9,15,5,7,2,10,8,4,6,12,3,14,11,1,417.0338058770816
27,14,10,8,4,6,12,3,7,2,11,1,13,15,9,5,416.3834776729474
31,9,5,8,4,6,12,14,10,3,7,2,11,1,13,15,407.1164656877161
32,5,10,8,4,6,14,12,3,7,2,11,1,13,15,9,375.994552066607
38,15,9,5,7,2,10,14,12,3,8,4,6,11,1,13,375.71028616915316
39,8,4,6,14,12,3,7,2,11,1,13,15,5,9,10,371.7917664338456
40,8,4,6,14,12,3,7,9,2,11,1,13,15,5,10,370.59416303023005
45,13,15,9,5,10,14,12,3,7,2,8,4,6,11,1,370.1777606175487
49,2,1,13,10,8,11,4,6,14,12,3,7,9,15,5,358.8596538471749
74,8,4,6,14,12,3,7,5,15,9,2,11,1,13,10,353.5917843717133
76,1,13,10,14,12,3,7,5,15,9,2,8,4,6,11,347.7749929226549
79,2,1,13,15,10,8,11,4,6,14,12,3,7,5,9,345.6307287648199
89,9,2,1,13,15,10,8,11,4,6,14,12,3,7,5,345.6307287648198
91,7,5,9,15,10,8,2,1,13,11,4,6,14,12,3,338.4389540760599
94,9,15,10,8,2,1,13,11,4,6,14,12,3,7,5,338.4389540760598
100,12,3,7,5,9,15,10,8,2,1,13,11,4,6,14,338.43895407605976
103,7,5,9,15,2,1,13,11,4,6,10,8,14,12,3,331.61596999584333
114,7,5,9,15,13,10,8,2,1,11,4,6,14,12,3,329.40090045679955
127,4,6,14,12,3,10,8,7,5,9,15,13,2,1,11,324.08024391868736
134,5,9,15,13,2,1,11,4,6,14,12,3,10,8,7,324.0802439186873
151,15,2,13,1,11,4,6,14,12,3,10,8,7,5,9,315.49634879688057
184,4,6,14,12,3,7,5,9,15,10,8,2,13,1,11,306.7827924706171
187,15,10,8,2,13,1,11,4,6,14,12,3,7,5,9,306.78279247061704
193,9,10,8,2,13,1,11,4,6,14,12,3,7,5,15,301.35819431395754
