Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2,4,11,10,5,15,1,13,6,8,3,7,12,14,9,515.1195465818383
1,13,8,3,7,9,15,1,2,5,10,4,12,14,6,11,499.72282537852925
8,7,9,13,2,15,5,4,1,6,11,10,12,14,8,3,496.25103751605945
9,7,9,13,2,15,5,10,12,14,1,6,11,4,8,3,455.57653146809355
10,9,7,3,12,8,14,10,2,15,5,13,11,4,6,1,451.1768132657092
12,11,4,6,1,8,9,7,3,12,14,10,2,15,5,13,421.9999367490773
14,14,6,11,4,8,3,7,9,1,13,2,15,5,10,12,404.7480817444032
16,8,3,7,9,1,13,2,15,5,10,12,14,6,11,4,404.74808174440307
20,8,10,5,7,3,14,12,11,4,6,1,13,2,15,9,395.78924050544737
22,5,7,3,14,10,12,8,2,11,4,6,1,13,9,15,387.59916762159224
30,6,8,2,15,5,9,7,3,12,14,10,1,13,11,4,362.7957543294645
32,6,8,2,15,5,9,7,3,12,14,10,13,1,11,4,335.6314487620714
56,8,2,15,9,5,7,3,12,14,10,13,1,11,4,6,323.219710215925
