Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,12,2,4,6,14,3,9,5,7,10,15,8,11,13,534.4627619961827
6,4,1,15,13,10,12,7,5,2,3,14,9,8,11,6,529.8113044227343
7,1,12,2,4,6,14,3,10,5,7,9,15,8,11,13,513.398157122656
11,4,1,15,13,10,12,14,5,2,3,7,9,8,11,6,509.51716414570166
12,1,12,2,4,6,14,3,10,7,5,9,15,8,11,13,495.8503636958132
13,1,12,8,4,6,14,3,10,5,7,9,15,2,11,13,467.1157759424661
20,1,14,8,4,6,12,3,10,5,7,9,15,2,11,13,460.6170902362234
21,1,10,8,4,6,14,3,12,5,7,9,15,2,11,13,433.7444436958394
27,1,10,8,4,6,14,3,12,7,5,9,15,2,11,13,410.28966430428085
30,2,10,8,4,6,14,3,12,5,7,9,15,1,11,13,410.2687237235417
31,1,10,11,4,6,14,3,12,7,5,9,15,2,8,13,409.4238356573684
32,13,10,8,4,6,14,3,12,7,5,9,15,2,11,1,383.12535873688773
45,13,10,8,4,6,14,12,3,7,5,9,15,2,11,1,348.5637132860756
64,2,10,8,4,6,14,12,3,7,5,9,15,13,11,1,348.0249641558388
72,11,10,8,4,6,14,12,3,7,5,9,15,13,2,1,336.8470309475566
81,11,4,8,10,6,14,12,3,7,5,9,15,13,2,1,322.64339167304746
110,11,4,8,10,6,14,12,3,7,5,9,15,2,13,1,314.0594965512408
116,11,4,6,10,8,14,12,3,7,5,9,15,2,13,1,299.95980839040067
150,11,4,6,8,10,14,12,3,7,5,9,15,2,13,1,284.380862862478
