Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,3,5,10,14,12,6,11,4,1,7,15,9,8,13,2,504.7906810904552
4,3,5,7,14,12,6,11,4,1,10,15,9,8,13,2,492.47221007027764
6,3,5,7,14,12,6,11,4,1,10,9,15,8,13,2,488.97740931116414
12,3,5,7,14,12,6,11,4,1,13,9,15,8,10,2,459.1043384125946
16,3,5,7,14,12,6,11,4,1,15,9,10,8,13,2,457.14377534807113
17,3,5,7,14,12,6,11,4,1,13,2,15,8,10,9,434.81800358832436
20,3,7,5,14,12,6,11,4,1,13,2,15,8,10,9,431.6486388049849
21,7,5,3,14,12,6,11,4,1,15,9,10,8,13,2,430.5932361429816
31,7,5,3,14,12,6,4,11,1,15,9,8,10,13,2,407.6311688408914
36,7,5,3,14,12,6,4,11,1,15,9,10,8,13,2,395.57792635694466
41,5,7,3,14,12,6,4,11,1,15,9,10,8,13,2,371.48108655300433
50,5,7,3,12,14,6,4,11,1,15,9,10,8,13,2,352.86354843242583
79,5,7,3,12,14,6,4,11,1,15,9,10,8,2,13,346.86361196135147
92,5,7,3,12,14,6,4,11,1,13,9,10,8,2,15,329.9633961983363
107,5,7,3,12,14,6,4,11,1,13,2,10,8,9,15,312.63140195690977
116,5,7,3,12,14,6,4,11,1,13,2,8,10,9,15,301.35819431395754
