Generation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,2,9,5,7,15,11,13,14,4,1,3,12,10,8,555.6785652466135
1,1,11,7,12,14,3,10,6,13,9,5,15,8,2,4,518.0085586852225
3,7,9,8,15,5,10,14,3,6,11,1,13,2,4,12,496.66035838813144
5,11,4,7,12,14,3,10,6,13,9,5,15,8,2,1,470.6055889686427
6,13,2,8,7,9,15,5,10,14,3,6,4,12,11,1,467.48080441289466
7,11,1,13,2,9,15,5,10,14,4,12,8,7,3,6,464.6669447022865
10,3,6,11,1,13,2,4,12,7,9,15,5,8,10,14,458.6914000044429
12,11,1,13,2,4,12,8,15,5,7,9,10,3,14,6,445.6466879185755
15,14,6,11,1,13,2,4,12,3,7,9,15,5,8,10,407.88646265676476
20,3,10,14,6,4,12,8,11,1,13,2,15,5,7,9,405.8362732876154
23,11,1,13,2,4,10,14,12,3,7,9,15,5,8,6,388.99747291148805
27,1,13,2,4,6,10,14,12,3,7,9,15,5,8,11,373.4386051405055
31,13,2,15,5,7,9,3,10,12,8,14,6,4,11,1,367.167476510654
36,9,5,7,3,12,8,10,14,6,4,11,1,13,2,15,312.2324675973313
94,3,10,12,14,8,6,4,11,1,13,2,9,15,5,7,311.4069870468551
100,12,8,6,4,11,1,13,2,15,9,5,7,3,10,14,310.5701529267701
108,6,4,11,1,13,2,9,15,5,7,3,12,14,8,10,304.9878794760383
110,1,13,2,9,15,5,7,3,12,14,8,10,6,4,11,304.98787947603824
124,6,4,11,1,13,2,8,10,9,15,5,7,3,12,14,301.35819431395754
485,6,4,11,1,13,2,9,15,5,7,3,12,14,10,8,289.40893394811565
512,1,13,2,9,15,5,7,3,12,14,10,8,6,4,11,289.4089339481156
746,9,5,7,3,12,14,10,8,6,4,11,1,13,2,15,284.38086286247795
